Order_ID,Order_Date,Customer_Name,Category,Product_Name,Quantity,Unit_Price,Sales,Profit,Region,City,Payment_Method,Rating
ORD00110,2025-02-07,Customer_3,Electronics,Tablet,1,13954.1,13954.1,2113.97,South,Chennai,Card,3.4
ORD00111,2024-08-31,Customer_66,Electronics,Tablet,7,25782.57,180477.99,31536.71,North,Chandigarh,COD,4.1
ORD00112,2025-03-19,Customer_4,Office Supplies,Pen,10,16.07,160.7,83.08,West,Pune,Net Banking,2.8
ORD00113,2024-02-07,Customer_19,Electronics,Printer,2,12354.03,24708.06,4066.5,West,Surat,UPI,2.3
ORD00114,2024-08-20,Customer_90,Electronics,Monitor,7,29876.44,209135.08,31753.69,East,Patna,COD,1.4
ORD00115,2024-07-23,Customer_41,Electronics,Headphones,4,6793.39,27173.56,7327.22,West,Surat,COD,3.9
ORD00116,2024-02-16,Customer_13,Furniture,Table,3,12989.14,38967.42,7343.65,East,Patna,UPI,1.4
ORD00117,2024-12-09,Customer_86,Office Supplies,Scissors,10,384.82,3848.2,1476.56,South,Chennai,UPI,2.6
ORD00118,2024-09-16,Customer_62,Furniture,Wardrobe,10,17998.36,179983.6,29916.16,North,Lucknow,Card,1.6
ORD00119,2025-02-17,Customer_99,Electronics,Mobile,2,40029.44,80058.88,14766.54,East,Patna,COD,4.4
ORD00120,2024-06-22,Customer_19,Office Supplies,Notebook,3,118.32,354.96,147.57,East,Kolkata,Net Banking,1.0
ORD00121,2024-07-11,Customer_21,Office Supplies,Folder,1,45.6,45.6,19.24,North,Chandigarh,COD,2.8
ORD00122,2024-01-26,Customer_85,Furniture,Table,1,4489.28,4489.28,921.5,East,Kolkata,UPI,2.1
ORD00123,2024-06-25,Customer_87,Furniture,Sofa,5,20778.45,103892.25,22933.26,West,Surat,COD,1.4
ORD00124,2024-01-04,Customer_28,Office Supplies,Highlighter,4,71.38,285.52,138.75,East,Kolkata,Card,2.2
ORD00125,2024-03-30,Customer_91,Electronics,Tablet,2,10231.9,20463.8,3577.5,East,Patna,Card,2.5
ORD00126,2024-02-09,Customer_74,Electronics,Keyboard,1,2462.99,2462.99,732.95,North,Jaipur,Net Banking,3.3
ORD00127,2024-03-28,Customer_47,Furniture,Bookshelf,2,6050.32,12100.64,2879.61,West,Ahmedabad,COD,4.3
ORD00128,2024-07-21,Customer_29,Electronics,Mouse,7,1889.95,13229.65,4649.4,North,Chandigarh,Net Banking,4.0
ORD00129,2024-04-09,Customer_83,Furniture,Wardrobe,9,28263.19,254368.71,48797.15,South,Chennai,Net Banking,2.4
ORD00130,2025-01-24,Customer_99,Electronics,Headphones,5,3761.81,18809.05,4817.82,North,Chandigarh,UPI,1.7
ORD00131,2024-06-14,Customer_9,Office Supplies,Highlighter,10,103.59,1035.9,527.47,West,Surat,Net Banking,1.6
ORD00132,2024-06-07,Customer_8,Furniture,Sofa,10,12808.61,128086.1,28235.33,East,Patna,COD,2.8
ORD00133,2024-08-24,Customer_74,Furniture,Wardrobe,2,27680.27,55360.54,10541.98,East,Kolkata,UPI,2.8
ORD00134,2024-02-22,Customer_11,Office Supplies,Marker,9,47.15,424.35,179.8,East,Guwahati,Net Banking,4.9
ORD00135,2024-11-08,Customer_37,Office Supplies,Stapler,8,794.14,6353.12,2232.77,North,Chandigarh,Card,2.5
ORD00136,2024-12-13,Customer_93,Furniture,Sofa,6,13295.59,79773.54,15609.32,East,Kolkata,COD,2.1
ORD00137,2024-06-07,Customer_91,Office Supplies,Stapler,10,581.35,5813.5,2180.09,East,Kolkata,COD,1.5
ORD00138,2025-01-13,Customer_55,Electronics,Tablet,3,30103.49,90310.47,16232.18,West,Ahmedabad,UPI,3.6
ORD00139,2025-01-27,Customer_18,Office Supplies,Scissors,5,113.09,565.45,205.17,North,Lucknow,COD,1.8
ORD00140,2025-03-28,Customer_99,Electronics,Mobile,9,40376.74,363390.66,72717.08,East,Kolkata,UPI,3.6
ORD00141,2024-11-15,Customer_6,Office Supplies,Stapler,3,267.55,802.65,290.21,West,Pune,Card,3.9
ORD00142,2024-08-17,Customer_40,Furniture,Table,10,6558.85,65588.5,13439.88,South,Kochi,Card,3.1
ORD00143,2024-05-24,Customer_54,Furniture,Wardrobe,10,39502.07,395020.7,74145.7,South,Bangalore,COD,3.0
ORD00144,2024-10-10,Customer_67,Electronics,Headphones,1,9976.51,9976.51,2718.07,South,Bangalore,UPI,3.8
ORD00145,2025-03-01,Customer_29,Electronics,Tablet,5,23479.58,117397.9,18877.72,North,Chandigarh,COD,1.4
ORD00146,2024-07-16,Customer_4,Furniture,Table,1,8343.26,8343.26,1522.13,North,Jaipur,UPI,2.5
ORD00147,2024-08-29,Customer_61,Furniture,Chair,3,2689.46,8068.38,1654.37,East,Bhubaneswar,Card,4.0
ORD00148,2024-10-07,Customer_37,Furniture,Cupboard,1,11398.1,11398.1,2166.75,North,Delhi,COD,1.4
ORD00149,2024-08-22,Customer_64,Electronics,Tablet,4,22594.77,90379.08,16054.39,North,Delhi,UPI,1.4
ORD00150,2024-05-03,Customer_86,Office Supplies,Notebook,5,157.31,786.55,320.04,South,Hyderabad,COD,1.7
ORD00151,2024-07-17,Customer_3,Electronics,Keyboard,7,4429.99,31009.93,8453.68,North,Delhi,Net Banking,2.0
ORD00152,2025-01-30,Customer_46,Furniture,Wardrobe,4,31454.11,125816.44,24873.33,North,Lucknow,Net Banking,1.5
ORD00153,2024-02-02,Customer_26,Office Supplies,Scissors,8,271.11,2168.88,864.71,South,Kochi,COD,1.1
ORD00154,2024-10-05,Customer_97,Electronics,Headphones,5,8215.37,41076.85,11474.71,North,Lucknow,COD,2.0
ORD00155,2024-03-04,Customer_52,Office Supplies,Marker,1,175.84,175.84,77.35,East,Patna,Net Banking,2.7
ORD00156,2025-02-12,Customer_94,Office Supplies,Highlighter,3,84.51,253.53,121.66,West,Ahmedabad,Net Banking,4.2
ORD00157,2024-06-16,Customer_78,Furniture,Chair,9,7287.8,65590.2,10242.3,West,Pune,Net Banking,2.2
ORD00158,2024-06-29,Customer_8,Office Supplies,Folder,6,106.01,636.06,275.8,South,Kochi,COD,2.1
ORD00159,2025-02-04,Customer_9,Electronics,Mouse,1,685.5,685.5,244.35,East,Bhubaneswar,COD,1.1
ORD00160,2024-08-18,Customer_98,Electronics,Keyboard,10,645.73,6457.3,1802.92,East,Guwahati,Net Banking,2.5
ORD00161,2024-02-28,Customer_64,Electronics,Monitor,6,21939.9,131639.4,17768.25,East,Guwahati,UPI,3.9
ORD00162,2024-11-09,Customer_63,Office Supplies,Folder,5,149.69,748.45,301.53,North,Lucknow,Net Banking,3.8
ORD00163,2024-02-14,Customer_91,Electronics,Mobile,8,15251.57,122012.56,23524.29,South,Chennai,Net Banking,3.7
ORD00164,2024-03-03,Customer_31,Electronics,Tablet,3,33810.89,101432.67,16282.51,East,Bhubaneswar,Card,4.2
ORD00165,2024-11-09,Customer_51,Furniture,Chair,8,16465.91,131727.28,24119.11,East,Patna,UPI,1.3
ORD00166,2024-11-24,Customer_88,Office Supplies,Highlighter,10,29.59,295.9,150.42,West,Surat,UPI,2.8
ORD00167,2024-01-29,Customer_39,Office Supplies,Scissors,3,201.42,604.26,244.51,South,Hyderabad,UPI,3.1
ORD00168,2024-05-25,Customer_82,Electronics,Monitor,6,28792.11,172752.66,26108.78,East,Bhubaneswar,UPI,2.0
ORD00169,2024-03-27,Customer_80,Office Supplies,Printer Paper,10,940.17,9401.7,2821.96,South,Bangalore,Card,1.7
ORD00170,2024-10-22,Customer_99,Office Supplies,Scissors,2,65.91,131.82,51.21,North,Delhi,Net Banking,3.6
ORD00171,2024-09-04,Customer_88,Office Supplies,Folder,9,79.24,713.16,319.07,North,Jaipur,Card,4.2
ORD00172,2024-08-25,Customer_19,Furniture,Table,1,4529.29,4529.29,837.63,West,Mumbai,Card,2.4
ORD00173,2024-10-14,Customer_60,Furniture,Wardrobe,7,12184.52,85291.64,15542.9,East,Patna,UPI,2.3
ORD00174,2024-07-15,Customer_21,Electronics,Tablet,3,12904.35,38713.05,5706.8,West,Pune,COD,2.0
ORD00175,2024-09-12,Customer_12,Furniture,Cupboard,3,17456.64,52369.92,8949.15,East,Bhubaneswar,Net Banking,3.0
ORD00176,2024-05-24,Customer_84,Furniture,Cupboard,4,19583.6,78334.4,11195.51,West,Pune,COD,3.4
ORD00177,2025-01-07,Customer_47,Office Supplies,Highlighter,2,76.02,152.04,76.47,East,Kolkata,Net Banking,4.1
ORD00178,2024-09-15,Customer_36,Electronics,Mouse,6,1793.7,10762.2,3491.39,North,Chandigarh,COD,4.1
ORD00179,2024-10-12,Customer_26,Office Supplies,Pen,7,62.25,435.75,230.6,South,Chennai,Net Banking,4.0
ORD00180,2024-08-30,Customer_66,Office Supplies,Folder,1,53.3,53.3,21.85,North,Delhi,COD,1.6
ORD00181,2024-06-02,Customer_66,Electronics,Keyboard,7,4957.77,34704.39,10909.64,East,Bhubaneswar,Net Banking,3.0
ORD00182,2024-08-01,Customer_93,Office Supplies,Highlighter,1,67.89,67.89,33.3,East,Guwahati,Net Banking,4.2
ORD00183,2024-10-25,Customer_81,Office Supplies,Notebook,10,194.41,1944.1,803.47,West,Ahmedabad,COD,1.7
ORD00184,2024-04-07,Customer_54,Office Supplies,Folder,1,127.34,127.34,55.01,South,Hyderabad,UPI,2.8
ORD00185,2025-03-22,Customer_67,Electronics,Mouse,9,2392.43,21531.87,8079.43,South,Kochi,UPI,3.8
ORD00186,2024-09-29,Customer_87,Electronics,Keyboard,6,4805.08,28830.48,8579.37,West,Surat,Net Banking,3.2
ORD00187,2024-06-01,Customer_89,Office Supplies,Printer Paper,4,634.81,2539.24,731.07,West,Pune,Net Banking,3.8
ORD00188,2025-01-04,Customer_74,Office Supplies,Highlighter,6,92.86,557.16,281.96,East,Guwahati,Net Banking,2.2
ORD00189,2024-12-31,Customer_57,Office Supplies,Folder,3,79.38,238.14,96.98,West,Ahmedabad,UPI,2.4
ORD00190,2024-10-14,Customer_79,Office Supplies,Printer Paper,4,1293.54,5174.16,1481.2,West,Pune,Net Banking,1.5
ORD00191,2024-02-21,Customer_61,Office Supplies,Marker,9,60.62,545.58,236.77,South,Chennai,COD,2.3
ORD00192,2024-08-31,Customer_97,Electronics,Monitor,7,22016.53,154115.71,26637.18,North,Chandigarh,COD,3.6
ORD00193,2025-01-13,Customer_23,Furniture,Table,2,12436.78,24873.56,4326.34,East,Kolkata,UPI,4.7
ORD00194,2025-01-18,Customer_2,Furniture,Wardrobe,7,33214.74,232503.18,39799.59,South,Chennai,Net Banking,4.5
ORD00195,2024-09-25,Customer_18,Furniture,Cupboard,5,16358.73,81793.65,14598.43,North,Lucknow,COD,4.6
ORD00196,2024-11-27,Customer_2,Office Supplies,Highlighter,2,62.99,125.98,62.22,East,Bhubaneswar,Net Banking,3.9
ORD00197,2024-07-26,Customer_12,Office Supplies,Scissors,3,263.83,791.49,307.35,East,Bhubaneswar,COD,3.1
ORD00198,2024-01-04,Customer_58,Furniture,Bookshelf,3,6774.54,20323.62,4799.41,North,Chandigarh,Net Banking,2.5
ORD00199,2024-02-01,Customer_21,Furniture,Table,5,12458.93,62294.65,12556.49,East,Kolkata,UPI,2.9
ORD00200,2024-03-09,Customer_96,Furniture,Bookshelf,5,5675.44,28377.2,5483.92,East,Kolkata,COD,1.6
ORD00201,2025-01-25,Customer_77,Office Supplies,Scissors,9,330.7,2976.3,1189.14,West,Surat,Card,3.7
ORD00202,2024-09-15,Customer_20,Electronics,Printer,10,6683.13,66831.3,10674.73,East,Kolkata,Card,3.3
ORD00203,2024-09-18,Customer_59,Electronics,Keyboard,4,3726.13,14904.52,4461.37,West,Mumbai,COD,4.2
ORD00204,2025-01-05,Customer_1,Electronics,Mouse,9,1548.42,13935.78,5134.15,West,Mumbai,UPI,2.6
ORD00205,2024-01-31,Customer_61,Office Supplies,Marker,7,82.02,574.14,243.34,North,Delhi,UPI,4.9
ORD00206,2024-11-26,Customer_49,Electronics,Tablet,3,32974.83,98924.49,18667.05,West,Pune,COD,2.5
ORD00207,2024-10-03,Customer_45,Furniture,Wardrobe,2,29847.37,59694.74,11921.49,West,Surat,Card,3.6
ORD00208,2024-06-01,Customer_70,Electronics,Monitor,4,26200.9,104803.6,17331.45,West,Pune,COD,3.7
ORD00209,2024-04-06,Customer_85,Furniture,Cupboard,4,16515.63,66062.52,9863.62,West,Pune,UPI,1.1
ORD00210,2024-08-16,Customer_6,Furniture,Cupboard,4,6682.27,26729.08,4694.61,North,Chandigarh,UPI,2.0
ORD00211,2024-04-29,Customer_99,Furniture,Sofa,1,17006.78,17006.78,4245.05,South,Hyderabad,Net Banking,3.3
ORD00212,2024-07-30,Customer_72,Office Supplies,Scissors,3,394.99,1184.97,451.8,South,Bangalore,Net Banking,2.1
ORD00213,2024-12-09,Customer_41,Office Supplies,Stapler,1,781.99,781.99,294.42,West,Surat,COD,4.1
ORD00214,2024-08-30,Customer_39,Office Supplies,Folder,5,94.0,470.0,204.57,West,Pune,Card,4.4
ORD00215,2024-09-28,Customer_33,Office Supplies,Stapler,9,418.24,3764.16,1298.6,West,Mumbai,Card,2.6
ORD00216,2024-04-07,Customer_87,Electronics,Keyboard,6,916.09,5496.54,1723.03,North,Jaipur,UPI,2.1
ORD00217,2024-09-02,Customer_43,Office Supplies,Notebook,10,231.08,2310.8,932.48,North,Chandigarh,Card,4.5
ORD00218,2024-05-04,Customer_31,Furniture,Chair,2,15443.83,30887.66,6031.12,South,Hyderabad,Card,2.6
ORD00219,2024-05-13,Customer_64,Office Supplies,Scissors,8,236.78,1894.24,703.82,East,Guwahati,Net Banking,3.1
ORD00220,2024-10-15,Customer_3,Furniture,Chair,4,8672.69,34690.76,6065.19,West,Ahmedabad,Card,4.0
ORD00221,2024-10-18,Customer_84,Furniture,Cupboard,3,9904.79,29714.37,4570.1,West,Ahmedabad,Card,3.0
ORD00222,2024-06-29,Customer_70,Office Supplies,Scissors,8,211.29,1690.32,665.93,East,Guwahati,Card,1.6
ORD00223,2025-01-26,Customer_81,Furniture,Desk,2,23794.14,47588.28,9997.96,North,Delhi,UPI,2.6
ORD00224,2024-11-12,Customer_3,Electronics,Mobile,4,29240.78,116963.12,20163.51,South,Chennai,COD,3.6
